source_row	name	source_category	source_subcategory	tool_url	publication_url	year	programming_language	proposed_primary_function	proposed_platforms	proposed_analysis_types	proposed_interfaces	proposed_resource_type	flags
436	MACE	GC-MS		http://www.oc.tu-bs.de/schulz/html/MACE.html	https://pubs.acs.org/doi/10.1021/acs.jnatprod.4c01240	2024	Webserver	reference_data_search	gc_ms		web_app	web_service	
441	HighResNPS	Spectral Library		https://highresnps.com/	https://www.sciencedirect.com/science/article/pii/S2352007824002968	2025	NA	reference_data_search	platform_independent			spectral_library	
445	MS2extrcat	Spectral Library		https://www.cooperstonelab.com/MS2extract/	https://www.biorxiv.org/content/10.1101/2025.10.05.680545v1	2025	R	reference_data_search	lc_ms		r_package	spectral_library	
483	NPMine	Database		https://github.com/computational-chemical-biology/npmine	https://www.biorxiv.org/content/10.1101/2023.06.28.546864v1	2023	Python	reference_data_search	platform_independent		python_package	database_knowledgebase	
505	MCID database	Database		http://www.mycompoundid.org/	https://www.sciencedirect.com/science/article/abs/pii/S0003267023006888	2023	Webserver	reference_data_search	lc_ms		web_app	database_knowledgebase	
510	MarkerDB 2.0	Database		https://markerdb.ca/	https://academic.oup.com/nar/article/53/D1/D1415/7899528	2025	Webserver	reference_data_search	platform_independent		web_app	database_knowledgebase	
511	MiMeDB 2.0	Database		https://mimedb.org/	https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkaf1272/8340166	2025	Webserver	reference_data_search	platform_independent		web_app	database_knowledgebase	
514	Human Hair Atlas	Database		https://metabolomics.cloud/hair/	https://www.nature.com/articles/s42003-025-09069-6	2025	Not specified	reference_data_search	platform_independent	lipidomics;exposomics		database_knowledgebase	
547	GNPS Drug Library	Spectral Library		https://github.com/ninahaoqizhao/Manuscript_GNPS_Drug_Library	https://www.nature.com/articles/s41467-025-65993-5	2025	Python, R	reference_data_search	platform_independent	untargeted	python_package;r_package	spectral_library	
551	Metabolome atlas of the aging mouse brain	Database		https://mouse.atlas.metabolomics.us/	https://www.nature.com/articles/s41467-021-26310-y	2021	Webserver	reference_data_search	platform_independent		web_app	database_knowledgebase	
554	BinDiscover database	Database		https://github.com/metabolomics-us/bindiscover, https://bindiscover.metabolomics.us/	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-023-00734-8	2023	Python, R	reference_data_search	platform_independent		python_package;r_package	database_knowledgebase	
570	EnzyMine	Database		http://www.rxnfinder.org/enzymine/	https://academic.oup.com/database/article/doi/10.1093/database/baaa065/5909106	2023	Webserver, Python, JavaScript	reference_data_search	platform_independent		web_app;python_package	database_knowledgebase	
582	DNA adduct database	Database		https://gitlab.com/nexs-metabolomics/projects/dna_adductomics_database	https://www.frontiersin.org/journals/chemistry/articles/10.3389/fchem.2022.908572	2022	Webserver	reference_data_search	lc_ms		web_app	database_knowledgebase	mixed_nmr_mentions
614	RMB-mix	Spectral Library		https://github.com/rmassbank/rmbmix	https://pubs.rsc.org/en/content/articlehtml/2023/em/d3em00181d	2023	R	reference_data_search	platform_independent	exposomics;untargeted	r_package	spectral_library	
626	DNA Adduct Portal	Spectral Library		https://sites.google.com/umn.edu/dnaadductportal	https://pubs.acs.org/doi/abs/10.1021/acs.chemrestox.3c00302	2024	Webserver	reference_data_search	platform_independent		web_app	spectral_library	
627	CIeaD	Spectral Library		https://www.moleculardetective.org/Links.html	https://pubs.acs.org/doi/10.1021/jasms.5c00329	2025	Database	reference_data_search	platform_independent			spectral_library	
670	homologueDiscoverer	Specialized		https://github.com/kevinmildau/homologueDiscoverer	https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btac647/6722615	2022	R	reference_data_search	lc_ms	untargeted	r_package	database_knowledgebase	broad_source_bucket_manual_review
704	WFSR Food Safety Mass Spectral Library	Spectral Library		https://www.wur.nl/en/show/food-safety-mass-spectral-library.htm	https://pubs.acs.org/doi/full/10.1021/acs.analchem.5c03020	2025	Webserver	reference_data_search	lc_ms		web_app	spectral_library	
706	PASL	Spectral Library		https://gnps.ucsd.edu/ProteoSAFe/gnpslibrary.jsp?library=PYRROLIZIDINE-ALKALOID-SPECTRAL-LIBRARY	https://www.nature.com/articles/s41597-025-05940-7	2025	Webserver	reference_data_search	platform_independent		web_app	spectral_library	
731	MetaDb	Organism specific		http://medmetadb.ynau.edu.cn	https://link.springer.com/article/10.1186/s43897-024-00095-2	2024	Webserver	reference_data_search	platform_independent		web_app	database_knowledgebase	
