source_row	name	source_category	source_subcategory	tool_url	publication_url	year	programming_language	proposed_primary_function	proposed_platforms	proposed_analysis_types	proposed_interfaces	proposed_resource_type	flags
258	MOCCA	Pre-processing		https://github.com/Bayer-Group/mocca	https://pubs.rsc.org/en/content/articlelanding/2024/dd/d4dd00214h	2024	Python	preprocessing	platform_independent		python_package	programming_package	
262	NPFimg	Specialized		http://github.com/poomcj/NPFimg	https://pubs.acs.org/doi/10.1021/acs.analchem.1c03163?ref=	2021	Python	preprocessing	gc_ms;lc_ms	untargeted	python_package	programming_package	broad_source_bucket_manual_review
284	gc-ims-tools	GC-MS		https://github.com/Charisma-Mannheim/gc-ims-tools	https://www.sciencedirect.com/science/article/pii/S0308814622014388	2022	Python	preprocessing	gc_ms	untargeted	python_package	workflow_pipeline	
285	EASY-FIA	DIMS		https://github.com/AMrbt20/EASY-FIA/	https://www.mdpi.com/2218-1989/13/1/13	2022	MATLAB	preprocessing	direct_infusion_ms		matlab	database_knowledgebase	
296	NeatMS	Pre-processing		https://github.com/bihealth/NeatMS	https://pubs.acs.org/doi/10.1021/acs.analchem.1c02220	2022	Python	preprocessing	lc_ms	untargeted	python_package	workflow_pipeline	
306	PeakMeister	CE-MS		https://github.com/PBM-Group/PeakMeister	https://pubs.acs.org/doi/full/10.1021/acs.analchem.4c03513	2024	R	preprocessing	ce_ms		r_package	programming_package	
311	MassLite	Pre-processing		https://github.com/chemzzchem/MassLite/tree/main	https://www.sciencedirect.com/science/article/pii/S0003267024009255	2024	Python	preprocessing	platform_independent		python_package	programming_package	
327	ImpLiMet	Pre-processing		https://complimet.ca/shiny/implimet/, https://github.com/complimet/ImpLiMet	https://academic.oup.com/bioinformaticsadvances/article/5/1/vbae209/7972451	2025	R, Webserver	preprocessing	platform_independent	lipidomics	web_app;r_package	web_service	
347	DEIMoS	Multifunctional		https://github.com/pnnl/deimos	https://pubs.acs.org/doi/10.1021/acs.analchem.1c05017	2022	Python	preprocessing	platform_independent		python_package	workflow_pipeline	broad_source_bucket_manual_review
371	MassVision	Imaging MS		https://SlicerMassVision.readthedocs.io	https://pubs.acs.org/doi/full/10.1021/acs.analchem.5c04018	2025	Python	preprocessing	imaging_ms		python_package	workflow_pipeline	
375	mzLearn	Pre-processing		https://github.com/ReviveMed/mzEmbed	https://www.biorxiv.org/content/10.1101/2025.01.26.634927v3	2025	Python, Shell	preprocessing	platform_independent	untargeted	python_package	programming_package	
384	G-Aligner	Pre-processing		https://github.com/CSi-Studio/G-Aligner	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-023-05525-4	2023	Python	preprocessing	lc_ms	untargeted	python_package	workflow_pipeline	
385	3D-MSNet	Pre-processing		https://github.com/CSi-Studio/3D-MSNet	https://academic.oup.com/bioinformatics/article/39/5/btad195/7127907	2023	Python, Cuda, C++, C	preprocessing	lc_ms	untargeted	python_package	programming_package	
389	MSMCE	Pre-processing		https://github.com/WoodFY/MSMCE	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321239	2025	Python	preprocessing	platform_independent		python_package	programming_package	
392	IsoFusion	Pre-processing		https://github.com/xfcui/IsoFusion	https://ieeexplore.ieee.org/document/10778134	2024	Python	preprocessing	platform_independent		python_package	programming_package	
393	CorrDIA	Pre-processing		https://github.com/zhangxiang1205/CorrDIA	https://www.mdpi.com/2076-3417/13/10/5969	2023	Python	preprocessing	platform_independent		python_package	programming_package	
399	TraceMetrix	Multifunctional		https://www.biosino.org/tracemetrix/	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-025-01095-0	2025	Webserver	preprocessing	platform_independent	targeted;untargeted	web_app	workflow_pipeline	broad_source_bucket_manual_review
407	SMAnalyst	Spatial Metabolomics		https://github.com/mzlab-research/SManalyst	https://www.preprints.org/frontend/manuscript/1dfd92632ea0a825e0f1d0b28c67541	2025	R	preprocessing	imaging_ms	spatial_metabolomics	r_package	workflow_pipeline	
418	rtmsEcho	Pre-processing		https://github.com/nathanieltwarog/rtmsEcho	https://pubs.acs.org/doi/full/10.1021/acs.analchem.5c03730	2025	R	preprocessing	lc_ms		r_package	workflow_pipeline	
428	DeepMSProfiler	Pre-processing		https://github.com/yjdeng9/DeepMSProfiler	https://www.nature.com/articles/s41467-024-51433-3	2024	Python	preprocessing	platform_independent	untargeted	python_package	programming_package	
454	RT-Ensemble Pred	RT		https://gitlab.com/mikic93/rt-ensemble-pred	https://www.sciencedirect.com/science/article/pii/S0021967323005290	2023	Python	preprocessing	lc_ms		python_package	database_knowledgebase	
458	subMALDI	Imaging MS		https://github.com/wesleyburr/subMaldi	https://joss.theoj.org/papers/10.21105/joss.02694	2021	R, TeX	preprocessing	imaging_ms		r_package	programming_package	
460	LipidOA	Lipidomics		NA	https://pubs.acs.org/doi/10.1021/acs.analchem.2c03505	2022	NA	preprocessing	lc_ms	lipidomics		database_knowledgebase	
484	RegFilter	Pre-processing		https://github.com/computational-chemical-biology/regression_filter	https://www.biorxiv.org/content/10.1101/2024.08.07.607073v1	2024	Python	preprocessing	lc_ms	untargeted	python_package	workflow_pipeline	
487	GCIMS	Ion Mobility MS		https://github.com/sipss/GCIMS	https://www.sciencedirect.com/science/article/pii/S0169743923001880#cebib0010	2023	R	preprocessing	platform_independent	untargeted	r_package	workflow_pipeline	ion_mobility_platform_dimension
520	Metaboprep	Pre-processing		https://github.com/MRCIEU/metaboprep	https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btac059/6522114	2022	R	preprocessing	platform_independent		r_package	workflow_pipeline	
521	metaboprep v2	Pre-processing		https://github.com/MRCIEU/metaboprep	https://www.biorxiv.org/content/10.1101/2025.11.11.687831v1	2025	R	preprocessing	platform_independent		r_package	workflow_pipeline	
522	DaDIA	Pre-processing		https://github.com/HuanLab/DaDIA	https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c05022	2021	R	preprocessing	lc_ms	untargeted	r_package	workflow_pipeline	
